0.0	0.0
0.1	-0.06578
0.2	-0.11815
0.3	-0.16687
0.4	-0.20548
0.5	-0.21561
0.58	-0.19092
0.68	-0.11369
0.8	0.05888
0.9	0.37125
1.0	1.0
