0.00255703,-0.00877544,
0.0170540,-0.0711862,
0.0325808,-0.127741,
0.0491364,-0.176489,
0.0832582,-0.233008,
0.115293,-0.250507,
0.147317,-0.250444,
0.181395,-0.226963,
0.208240,-0.199594,
0.239212,-0.164411,
0.272249,-0.125322,
0.304259,-0.0979429,
0.349695,-0.0646835,
0.388937,-0.0392410,
0.432315,-0.0196442,
0.470531,-0.00591110,
0.519077,0.00784216,
0.569689,0.0215995,
0.621333,0.0373100,
0.668848,0.0491100,
0.702933,0.0589326,
0.741150,0.0707145,
0.796925,0.0883843,
0.847531,0.113849,
0.887807,0.139293,
0.919803,0.192039,
0.941463,0.254520,
0.954844,0.342351,
0.963069,0.414562,
0.969223,0.496525,
0.977438,0.586298,
0.984619,0.678019,
0.994839,0.880966,
0.997873,0.999996,
