0.0	0.0
0.1	0.12547
0.2	0.15927
0.3	0.14041
0.38	0.10370
0.48	0.03708
0.6	-0.07418
0.68	-0.16315
0.78	-0.25264
0.9	-0.19991
1.0	0.0
