0.000461578,-0.00308960,
0.00927257,0.0442661,
0.0210132,0.0916158,
0.0347089,0.143081,
0.0532817,0.182178,
0.0777091,0.210964,
0.101153,0.225333,
0.129473,0.223215,
0.154857,0.210805,
0.186099,0.192203,
0.216364,0.173603,
0.248582,0.154999,
0.289584,0.126078,
0.332541,0.101273,
0.377454,0.0826427,
0.428224,0.0578214,
0.477044,0.0391832,
0.516099,0.0246846,
0.552226,0.0101921,
0.591281,-0.00430653,
0.620572,-0.0167253,
0.652792,-0.0312098,
0.682083,-0.0436285,
0.716253,-0.0663560,
0.741634,-0.0870056,
0.763108,-0.107647,
0.786531,-0.140651,
0.806046,-0.175707,
0.825556,-0.221061,
0.844090,-0.266413,
0.857744,-0.303517,
0.875304,-0.342688,
0.892866,-0.377740,
0.910437,-0.394254,
0.928997,-0.381933,
0.943667,-0.336650,
0.953452,-0.293415,
0.961286,-0.248117,
0.969125,-0.190461,
0.977937,-0.141045,
0.986749,-0.0916299,
0.997521,-0.0257406,
