0.00785681,1.01255,
0.0209629,1.01257,
0.0406307,1.00600,
0.0550647,0.992813,
0.0642613,0.975663,
0.0747685,0.958515,
0.0826563,0.940044,
0.0905440,0.921572,
0.0984369,0.899141,
0.108949,0.878032,
0.115526,0.859559,
0.126032,0.843731,
0.141782,0.826591,
0.157531,0.809450,
0.174588,0.794951,
0.189020,0.783089,
0.211316,0.771237,
0.236225,0.765989,
0.261130,0.763382,
0.286028,0.766055,
0.314850,0.775334,
0.335807,0.784602,
0.355451,0.796510,
0.376399,0.813699,
0.389481,0.832198,
0.405189,0.846740,
0.420891,0.866563,
0.435287,0.882424,
0.443125,0.902236,
0.457511,0.926017,
0.470584,0.951117,
0.475806,0.966966,
0.490197,0.986787,
0.496728,1.00396,
0.507187,1.02377,
0.517648,1.04227,
0.528107,1.06208,
0.541186,1.08322,
0.552954,1.10436,
0.567341,1.12682,
0.581732,1.14664,
0.597435,1.16515,
0.610526,1.17704,
0.626235,1.19159,
0.645878,1.20349,
0.662903,1.21408,
0.685171,1.22335,
0.704822,1.22997,
0.732339,1.23397,
0.754623,1.23136,
0.782153,1.22612,
0.803137,1.21558,
0.826741,1.20505,
0.843803,1.18659,
0.858241,1.17077,
0.871371,1.15231,
0.879262,1.13119,
0.892401,1.10613,
0.898981,1.08502,
0.908188,1.05995,
0.920011,1.03884,
0.929208,1.02169,
0.948891,1.00323,
0.968561,0.995339,
0.989529,0.996687,
