0.00677258,0.927852,
0.0154005,0.902679,
0.0240230,0.883317,
0.0345612,0.860082,
0.0489235,0.836852,
0.0651987,0.812654,
0.0872101,0.788463,
0.106355,0.762331,
0.137929,0.735243,
0.159939,0.712988,
0.199165,0.682033,
0.233601,0.661728,
0.279509,0.642402,
0.323501,0.625979,
0.372282,0.600845,
0.418193,0.577645,
0.477491,0.551552,
0.527222,0.532230,
0.576952,0.514845,
0.625720,0.503270,
0.684999,0.497516,
0.747152,0.484985,
0.792100,0.469533,
0.815066,0.447279,
0.824661,0.409516,
0.818953,0.380454,
0.797948,0.351378,
0.776936,0.329082,
0.753057,0.306783,
0.726306,0.287386,
0.696684,0.271861,
0.664190,0.260208,
0.597278,0.250458,
0.546611,0.248471,
0.516013,0.253284,
0.483500,0.261970,
0.454806,0.276470,
0.425161,0.285158,
0.393612,0.285127,
0.355364,0.292838,
0.319026,0.302488,
0.286506,0.318922,
0.257803,0.342138,
0.243450,0.355684,
0.246307,0.367309,
0.264473,0.366358,
0.280741,0.349909,
0.307527,0.331533,
0.334305,0.320905,
0.364903,0.315124,
0.409838,0.313230,
0.441383,0.317135,
0.465271,0.330717,
0.485336,0.343327,
0.499661,0.358838,
0.497737,0.371427,
0.479569,0.375283,
0.455675,0.368480,
0.435591,0.377178,
0.422192,0.392661,
0.403994,0.427510,
0.379110,0.456542,
0.355191,0.475889,
0.325538,0.493294,
0.295890,0.505856,
0.261471,0.507760,
0.226099,0.506757,
0.194562,0.494135,
0.161131,0.463110,
0.139176,0.427254,
0.124870,0.391404,
0.115347,0.351686,
0.112516,0.311974,
0.114477,0.260644,
0.125041,0.210291,
0.142280,0.177378,
0.162382,0.150278,
0.192994,0.129969,
0.236987,0.112578,
0.288619,0.105849,
0.332601,0.101049,
0.412906,0.102095,
0.482693,0.104100,
0.562983,0.121611,
0.616509,0.133285,
0.688187,0.158536,
0.743606,0.190551,
0.797109,0.227407,
0.839140,0.263283,
0.876379,0.311745,
0.916469,0.378612,
0.936493,0.433837,
0.948868,0.490023,
0.955508,0.546204,
0.959276,0.605288,
0.960151,0.691487,
0.953383,0.770900,
0.938019,0.843524,
0.915972,0.905488,
0.885339,0.948073,
0.854715,0.980974,
0.819321,1.00322,
0.775326,1.02254,
0.723679,1.04477,
0.668218,1.05731,
0.621366,1.06501,
0.554441,1.06882,
0.497078,1.06973,
0.441640,1.05806,
0.402458,1.04252,
0.374756,1.01828,
0.358536,0.984367,
0.354746,0.947559,
0.365307,0.900112,
0.386367,0.871077,
0.412209,0.840109,
0.444730,0.822707,
0.482991,0.801437,
0.553752,0.786009,
0.606331,0.787997,
0.631169,0.807391,
0.638789,0.837423,
0.629203,0.864532,
0.604332,0.880005,
0.574688,0.887724,
0.548871,0.892542,
0.521150,0.888641,
0.495356,0.869245,
0.468587,0.869219,
0.442759,0.885659,
0.423616,0.908885,
0.414989,0.934059,
0.426435,0.961188,
0.464655,0.983501,
0.500021,0.991284,
0.547823,0.989393,
0.596592,0.976849,
0.662580,0.953669,
0.710402,0.931439,
0.749628,0.900484,
0.781206,0.869522,
0.809928,0.825966,
0.822397,0.782395,
0.822448,0.729126,
0.798586,0.687457,
0.769929,0.663216,
0.721188,0.645735,
0.672438,0.637940,
0.608385,0.637878,
0.567272,0.641712,
0.522329,0.652322,
0.479293,0.667777,
0.430517,0.688069,
0.347308,0.724792,
0.300437,0.752834,
0.256428,0.786689,
0.216242,0.821517,
0.177949,0.876686,
0.150172,0.931865,
0.133863,0.991898,
0.132854,1.04807,
0.132787,1.11877,
0.141338,1.17592,
0.165163,1.25537,
0.192830,1.31641,
0.221447,1.38423,
0.251027,1.44431,
0.288251,1.50924,
0.299701,1.53249,
0.298703,1.57705,
0.307257,1.63032,
0.324417,1.68167,
0.344462,1.71462,
0.375976,1.75145,
0.420872,1.79121,
0.478210,1.81548,
0.544166,1.82619,
0.613957,1.82432,
0.688537,1.81374,
0.741145,1.78571,
0.777496,1.76153,
0.807164,1.72863,
0.833011,1.69185,
0.851212,1.65313,
0.864631,1.61633,
0.876143,1.57470,
0.886713,1.51757,
0.893466,1.45365,
0.895426,1.40232,
0.891663,1.33743,
0.879277,1.29286,
0.861157,1.24636,
0.831548,1.21630,
0.795235,1.19980,
0.734052,1.19684,
0.682420,1.20454,
0.626000,1.21998,
0.579135,1.24027,
0.539919,1.26057,
0.512165,1.29251,
0.488227,1.33122,
0.469067,1.37382,
0.454692,1.41061,
0.442231,1.44547,
0.444108,1.48227,
0.460325,1.52006,
0.476557,1.54138,
0.490884,1.55496,
0.510957,1.55885,
0.524361,1.53852,
0.514823,1.51430,
0.510064,1.49202,
0.515831,1.46006,
0.536883,1.43878,
0.574181,1.42525,
0.599992,1.42722,
0.610492,1.44369,
0.604735,1.46596,
0.595157,1.48532,
0.601825,1.51051,
0.598930,1.53956,
0.592211,1.56764,
0.573074,1.58506,
0.548204,1.59956,
0.509961,1.60146,
0.478426,1.58690,
0.451677,1.56557,
0.420163,1.52971,
0.381967,1.48124,
0.358116,1.42892,
0.341906,1.38435,
0.329513,1.34657,
0.329544,1.31364,
0.343920,1.27588,
0.376458,1.24104,
0.434801,1.21398,
0.505567,1.19177,
0.587808,1.16764,
0.685347,1.14158,
0.774278,1.11939,
0.859386,1.09623,
0.911982,1.08079,
0.943547,1.06338,
0.974171,1.03048,
0.998086,1.01501,
