0.496226 0.658642
0.496466 0.584925
0.538592 0.652367
0.542089 0.578661
0.571436 0.569139
0.574453 0.642867
0.591011 0.559587
0.591564 0.389717
0.591627 0.370486
0.598016 0.408968
0.598225 0.344866
0.600553 0.63013
0.607736 0.425025
0.611296 0.332087
0.613844 0.550044
0.620128 0.620577
0.621099 0.322504
0.624002 0.431487
0.636697 0.534092
0.646239 0.604635
0.646813 0.428355
0.653693 0.316198
0.656303 0.514924
0.65932 0.588652
0.672851 0.434849
0.673216 0.322671
0.675659 0.572678
0.67592 0.492551
0.685828 0.450916
0.689033 0.466952
0.692718 0.335554
0.695318 0.537485
0.705716 0.345211
0.711698 0.508691
0.715446 0.358062
0.721564 0.479877
0.721908 0.374109
0.72835 0.396565
0.731451 0.444652
0.731524 0.422216
