0.498183 0.556084
0.498371 0.498392
0.521247 0.498466
0.527605 0.552973
0.537607 0.492108
0.550721 0.479329
0.560305 0.546668
0.560546 0.47295
0.567103 0.466561
0.56749 0.347973
0.567585 0.319127
0.570706 0.364009
0.570894 0.306317
0.573681 0.453762
0.57389 0.38966
0.577074 0.415311
0.577483 0.290312
0.58029 0.431347
0.58406 0.277513
0.589758 0.533942
0.593896 0.267929
0.60372 0.26155
0.609397 0.524389
0.623339 0.258408
0.632336 0.505232
0.646204 0.261687
0.652006 0.486064
0.655987 0.268128
0.66843 0.460476
0.669027 0.277785
0.675542 0.284216
0.681564 0.441287
0.682036 0.297058
0.68853 0.309899
0.691442 0.418883
0.694793 0.393253
0.695003 0.329151
0.698166 0.361212
