0.49894 0.825317
0.499327 0.706729
0.528266 0.822206
0.541671 0.706864
0.554335 0.819084
0.580425 0.809553
0.587284 0.703805
0.603268 0.796805
0.613342 0.703889
0.622843 0.787253
0.623073 0.716741
0.630475 0.444328
0.630548 0.421893
0.636885 0.4764
0.639338 0.723203
0.640038 0.508462
0.640351 0.412309
0.645696 0.7713
0.649736 0.530929
0.658882 0.723266
0.659926 0.402756
0.66857 0.748938
0.669228 0.547017
0.681652 0.732954
0.681683 0.723339
0.685984 0.40284
0.688793 0.540669
0.705152 0.518286
0.712022 0.409333
0.714987 0.499086
0.724842 0.473477
0.731451 0.444652
0.731513 0.425422
